"","sale_head","price","price_sqm","created","floor_size","level_condo","num_bed","num_bath","condo_name","zone","near_lo_type1","near_lo_name1","near_lo_dist1","near_lo_type2","near_lo_name2","near_lo_dist2","near_lo_type3","near_lo_name3","near_lo_dist3","near_lo_type4","near_lo_name4","near_lo_dist4","near_lo_type5","near_lo_name5","near_lo_dist5","near_lo_type6","near_lo_name6","near_lo_dist6","owner","longitude","latitude","list_link"
"1119","Condominium For Sale Baan Phraya Phirom Ratchada Chatuchak Bangkok","฿600,000","(18,023 B./Sq.m.)","Created 2022-11-08 17:21","33.29 Sq.m.","Level 1-4","1 Bedrooms","1 Bedrooms","Condo Baan Phrayapirom - Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_mall","Tesco Lotus Wang Hin","0.4 Km.","living_academy","Chandrakasem Rajabhat University","1.2 Km.","living_hospital","Paolo Hospital Kaset","2.2 Km.","living_hospital","Paolohospital chokchai4","2.3 Km.","living_mall","Tesco Lotus Ladprao","2.7 Km.","living_academy","St. John's University","3.2 Km.","Thebest_property",100.5707037,13.7701546,"https://www.livinginsider.com/livingdetail_en/1364483/Condominium-For-Sale-Baan-Phraya-Phirom-Ratchada-Chatuchak-Bangkok.html"
"1120","urgent! SELL: Condo One Ratchada, 1 bedroom, 45 sq m, near MRT Ratchadaphisek 150 m.","฿2,590,000","(57,556 B./Sq.m.)","Created 2022-09-09 19:29","45 Sq.m.","Level 1-4","1 Bedrooms","1 Bedrooms","Condo One Ratchada - Ladprao","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.9 Km.","living_mall","Union Mall","2.0 Km.","living_academy","Chandrakasem Rajabhat University","2.2 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","DaniProp",100.5737516,13.7996904,"https://www.livinginsider.com/livingdetail_en/1270919/urgent-SELL-Condo-One-Ratchada-1-bedroom-45-sq-m-near-MRT-Ratchadaphisek-150-m-.html"
"1121","ES-205 Sell Chapter One Eco Ratchada - Huaikwang Beautiful room with furniture📣📣","฿2,900,000","(128,489 B./Sq.m.)","Created 2022-09-10 21:26","22.57 Sq.m.","Level 14","1 Bedrooms","1 Bedrooms","Condo Chapter One Eco Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.9 Km.","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_hospital","Piyavate Hospital","2.1 Km.","living_mall","CentralPlaza Grand Rama 9","2.1 Km.","living_mall","FortuneTown","2.2 Km.","ปริศนา รำพึง...",100.5796085,13.7718401,"https://www.livinginsider.com/livingdetail_en/1272455/ES-205-For-Sale-Chapter-One-Eco-Ratchada-Huaikwang-beautiful-room-furniture.html"
"1122","sale, 1 bedroom condo near MRT Sutthisan, good location, city view, new room, peaceful","฿1,700,000","(Stock ID : โบลิ่ง2)","Created 2022-09-21 17:30","28 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo Humble Living @ Suppalerk","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.8 Km.","living_transit","MRT Ratchadaphisek","1.2 Km.","living_hospital","Paolohospital chokchai4","2.0 Km.","living_mall","The Street Ratchada","2.5 Km.","living_academy","University of the Thai Chamber of Commerce","2.6 Km.","living_mall","Big C Extra Ratchadapisek","2.7 Km.","DaniProp",100.5814824,13.7913151,"https://www.livinginsider.com/livingdetail_en/1290527/sale-1-bedroom-condo-near-MRT-Sutthisan-good-location-city-view-new-room-peaceful.html"
"1123","BNC-218 : Condo for Sale 624 Condolette Ratchada 36","฿1,850,000","(61,667 B./Sq.m.)","Created 2022-11-08 15:29","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","624 CondoLette Ratchada 36","Ratchadapisek, Huaikwang, Suttisan","living_academy","Chandrakasem Rajabhat University","0.4 Km.","living_hospital","Paolo Hospital Kaset","1.5 Km.","living_mall","Tesco Lotus Ladprao","1.5 Km.","living_mall","Tesco Lotus Wang Hin","1.5 Km.","living_mall","CentralPlaza Lardprao","1.8 Km.","living_mall","Union Mall","1.9 Km.","Nattheeras",100.5767494,13.8220973,"https://www.livinginsider.com/livingdetail_en/1363971/BNC-218-Condo-for-Sale-624-Condolette-Ratchada-36.html"
"1124","In the heart of Ratchada City Resort Condo Ratchada-Huay Kwang with furniture & electrical appliances MRT Thailand Cultural Center Rama 9 Hospital, Triam Udom Suksa Pattanakarn School, Ratchada University of the Chamber of Commerce Esplanade Mall Cent","฿1,890,000","(60,889 B./Sq.m.)","Created 2022-10-12 14:58","31.04 Sq.m.","Level 5-10","Studio room","Studio room","Condo Supalai City Resort Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.8 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_transit","MRT Thailand Cultural Center","1.0 Km.","living_mall","CentralPlaza Grand Rama 9","1.9 Km.","living_mall","FortuneTown","2.0 Km.","baansuayagency",100.5776208,13.7718078,"https://www.livinginsider.com/livingdetail_en/1322503/In-the-heart-of-Ratchada-City-Resort-Condo-Ratchada-Huay-Kwang-with-furniture-electrical-appli.html"
"1125","BNC-216 : Condo for sale Lumpini Ville Cultural Center","฿1,890,000","(63,000 B./Sq.m.)","Created 2022-11-08 15:01","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","Nattheeras",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1363893/BNC-216-Condo-for-sale-Lumpini-Ville-Cultural-Center.html"
"1126","Condo for sale NOBLE REVOLVE Ratchada 25.95 sqm. 1 bedroom, Suitable for investment renting or living, fully furnished. Ready to move in","฿3,990,000","(153,757 B./Sq.m.)","Created 2022-11-08 14:40","25.95 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo Noble Revolve Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.3 Km.","living_mall","Big C Extra Ratchadapisek","0.6 Km.","living_mall","CentralPlaza Grand Rama 9","0.7 Km.","living_transit","MRT Phra Ram 9","0.8 Km.","living_mall","The Street Ratchada","0.8 Km.","living_mall","FortuneTown","0.8 Km.","Realrichious",100.5693188,13.7639217,"https://www.livinginsider.com/livingdetail_en/1363819/Condo-for-sale-NOBLE-REVOLVE-Ratchada-25-95-sqm-1-bedroom-Suitable-for-investment-renting-or-livin.html"
"1127","BNC-215 : Condo for sale Metro Sky ratchada","฿1,990,000","(74,476 B./Sq.m.)","Created 2022-11-08 14:39","26.72 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Metro Sky Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.7 Km.","living_transit","MRT Huai Khwang","0.7 Km.","living_academy","University of the Thai Chamber of Commerce","1.3 Km.","living_mall","The Street Ratchada","1.5 Km.","living_mall","Big C Extra Ratchadapisek","1.7 Km.","living_mall","Big C Supercenter Saphan Kwai","2.5 Km.","Nattheeras",100.5712747,13.7841713,"https://www.livinginsider.com/livingdetail_en/1363817/BNC-215-Condo-for-sale-Metro-Sky-ratchada.html"
"1128","🔥Special Price 🔥 GPS18619 For Rent Condo : Chapter One Eco Ratchada-Huaikwang 22.57 sqm. Fully Furnished.🔥Price 2,900,000THB.","฿2,900,000","(128,489 B./Sq.m.)","Created 2022-09-10 18:03","22.57 Sq.m.","Level 14","1 Bedrooms","1 Bedrooms","Condo Chapter One Eco Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.9 Km.","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_hospital","Piyavate Hospital","2.1 Km.","living_mall","CentralPlaza Grand Rama 9","2.1 Km.","living_mall","FortuneTown","2.2 Km.","Growupthailand",100.5796085,13.7718401,"https://www.livinginsider.com/livingdetail_en/1272246/Special-Price-GPS18619-For-Rent-Condo-Chapter-One-Eco-Ratchada-Huaikwang-22-57-sqm-Fully-Fur.html"
"1129","BNC-213 : Condo for sale U Delight @ Huai Khwang Station.","฿2,250,000","(70,313 B./Sq.m.)","Created 2022-11-08 12:07","32 Sq.m.","Level 18","1 Bedrooms","1 Bedrooms","Condo U Delight @ Huaykwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_hospital","Piyavate Hospital","2.2 Km.","living_mall","CentralPlaza Grand Rama 9","2.2 Km.","living_academy","University of the Thai Chamber of Commerce","2.3 Km.","Nattheeras",100.5800942,13.7727781,"https://www.livinginsider.com/livingdetail_en/1363422/BNC-213-Condo-for-sale-U-Delight-Huai-Khwang-Station-.html"
"1130","BNC-211 : Condo For Sale Asher Prive Sutthisan.","฿2,450,000","(90,741 B./Sq.m.)","Created 2022-11-08 11:31","27 Sq.m.","Level 3","1 Bedrooms","1 Bedrooms","Condo Asher Privé Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.6 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_hospital","Paolohospital chokchai4","2.2 Km.","living_academy","University of the Thai Chamber of Commerce","2.4 Km.","living_mall","The Street Ratchada","2.5 Km.","living_mall","Big C Extra Ratchadapisek","2.7 Km.","Nattheeras",100.5846929,13.7859285,"https://www.livinginsider.com/livingdetail_en/1363354/BNC-211-Condo-For-Sale-Asher-Prive-Sutthisan-.html"
"1131","BNC-210 : Condo for sale Panoville Soi Ratchada 19","฿2,350,000","(63,617 B./Sq.m.)","Created 2022-11-08 11:19","36.94 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Condo Pano Ville Ratchada 19","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.8 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Chandrakasem Rajabhat University","2.1 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","Nattheeras",100.5735881,13.8005559,"https://www.livinginsider.com/livingdetail_en/1363340/BNC-210-Condo-for-sale-Panoville-Soi-Ratchada-19.html"
"1132","Life Ratchadapisek For Sale and Rent","฿3,400,000","(108,418 B./Sq.m.)","Created 2022-11-08 10:57","31.36 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo Life Ratchadapisek","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","0.8 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.6 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.8 Km.","bkkestate",100.5745872,13.7829619,"https://www.livinginsider.com/livingdetail_en/1363287/Life-Ratchadapisek-For-Sale-and-Rent.html"
"1133","Condo 1 bedroom pluse 35 sq.m","฿4,300,000","(122,857 B./Sq.m.)","Created 2021-11-30 20:40","35 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo THE ORIGIN Ratchada - Ladprao","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Lad Phrao","0.2 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_academy","Chandrakasem Rajabhat University","1.3 Km.","living_academy","St. John's University","1.6 Km.","living_mall","Union Mall","1.6 Km.","living_mall","Tesco Lotus Ladprao","1.8 Km.","Chonlawat_Jeyakom",100.5756534,13.8074708,"https://www.livinginsider.com/livingdetail_en/955579/Condo-1-bedroom-pluse-35-sq-m.html"
"1134","Condo for sale Lumpini Ville Cultural Center LUMPINI VILLE CULTURAL CENTER","฿1,890,000","(63,000 B./Sq.m.)","Created 2022-11-08 03:38","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","PP9 Real Estate",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1363066/Condo-for-sale-Lumpini-Ville-Cultural-Center-LUMPINI-VILLE-CULTURAL-CENTER.html"
"1135","urgent!! Best price 4.33 million!! Rhythm Ratchada 1 bed 46 sqm. Contact 0628285146 Petch","฿4,330,000","(94,130 B./Sq.m.)","Created 2022-10-24 22:06","46 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","Cherphat_",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1342849/urgent-Best-price-4-33-million-Rhythm-Ratchada-1-bed-46-sqm-Contact-0628285146-Petch.html"
"1136","Condo for sale, free transfer, Lumpini Cultural Center, 3rd floor, A2 building, 60.80 sq.m., 2 bedrooms, 2 bathrooms, empty room, cheap price, 3.1 million, near MRT Huai Khwang","฿3,100,000","(50,987 B./Sq.m.)","Created 2022-07-25 17:49","60.80 Sq.m.","Level 3","2 Bedrooms","2 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","soisuda",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1204292/Condo-for-sale-free-transfer-Lumpini-Cultural-Center-3rd-floor-A2-building-60-80-sq-m-2-bedro.html"
"1137","P09061122 /For Sale Condo Lumpini Ville Cultural Center","฿1,890,000","(63,000 B./Sq.m.)","Created 2022-11-07 16:29","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","ญานิรัตน์ บานเย็น...",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1362424/P09061122-For-Sale-Condo-Lumpini-Ville-Cultural-Center.html"
"1138","BNC-042 : Condo for Sale City Resort Ratchada-Huay Kwang.","฿1,890,000","(60,889 B./Sq.m.)","Created 2022-11-07 15:04","31.04 Sq.m.","Level 7","Studio room","Studio room","Condo Supalai City Resort Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.8 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_transit","MRT Thailand Cultural Center","1.0 Km.","living_mall","CentralPlaza Grand Rama 9","1.9 Km.","living_mall","FortuneTown","2.0 Km.","Nattheeras",100.5776208,13.7718078,"https://www.livinginsider.com/livingdetail_en/1362193/BNC-042-Condo-for-Sale-City-Resort-Ratchada-Huay-Kwang-.html"
"1139","P05051122 /For Sale Condo Chateau In Town Ratchada 20","฿3,690,000","(73,800 B./Sq.m.)","Created 2022-11-07 14:46","50 Sq.m.","Level 3","2 Bedrooms","2 Bedrooms","Condo Chateau in town Ratchada 20","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.3 Km.","living_transit","MRT Ratchadaphisek","0.8 Km.","living_academy","University of the Thai Chamber of Commerce","2.2 Km.","living_hospital","Paolohospital chokchai4","2.5 Km.","living_mall","The Street Ratchada","2.5 Km.","living_academy","Civil Aviation Training Center","2.6 Km.","ญานิรัตน์ บานเย็น...",100.5757968,13.7921976,"https://www.livinginsider.com/livingdetail_en/1362131/P05051122-For-Sale-Condo-Chateau-In-Town-Ratchada-20.html"
"1140","SC1254 Condo for sale, D MARK Condo Sutthisan, near MRT.","฿2,290,000","(75,230 B./Sq.m.)","Created 2022-11-07 13:52","30.44 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo D Mark Condo Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.0 Km.","living_hospital","Paolohospital chokchai4","1.9 Km.","living_mall","The Street Ratchada","2.6 Km.","living_academy","University of the Thai Chamber of Commerce","2.8 Km.","living_mall","Big C Extra Ratchadapisek","2.8 Km.","living_academy","Chandrakasem Rajabhat University","3.1 Km.","PotaeProperty",100.6058737,13.6598518,"https://www.livinginsider.com/livingdetail_en/1361915/SC1254-Condo-for-sale-D-MARK-Condo-Sutthisan-near-MRT-.html"
"1141","⚡ Sale Ratchada City 18 near MRT, size 29 sq.m., fully furnished ⚡","฿1,390,000","(47,931 B./Sq.m.)","Created 2022-11-07 12:59","29 Sq.m.","Level 6","Studio room","Studio room","Condo Ratchada City 18","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.4 Km.","living_mall","The Street Ratchada","2.0 Km.","living_mall","Big C Extra Ratchadapisek","2.2 Km.","living_hospital","Paolohospital chokchai4","2.4 Km.","living_academy","University of the Thai Chamber of Commerce","2.7 Km.","living_mall","Big C Supercenter Latphrao","2.9 Km.","Nattanan001",100.5851821,13.7835207,"https://www.livinginsider.com/livingdetail_en/1361796/-Sale-Ratchada-City-18-near-MRT-size-29-sq-m-fully-furnished-.html"
"1142","Just hit it, 9 million!! Let it be over with Rhythm Huai Khwang, the highest floor!! Excellent price, 2 bedrooms, 2 bathrooms, size 66 sqm, next to Mrt Huai Khwang, convenient to travel, lots of food, if interested, you can see the room. Cheek 087-3366996","฿9,000,000","(136,364 B./Sq.m.)","Created 2021-06-01 13:14","66 Sq.m.","Level 21-50","2 Bedrooms","2 Bedrooms","Condo Rhythm Ratchada - Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.1 Km.","living_mall","The Street Ratchada","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_mall","CentralPlaza Grand Rama 9","2.3 Km.","living_mall","FortuneTown","2.4 Km.","Karat_Visessun",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/778628/Just-hit-it-9-million-Let-it-be-over-with-Rhythm-Huai-Khwang-the-highest-floor-Excellent-price.html"
"1143","Sale 1 bed 42 sqm, Lomdee, pool view, Quinn Ratchada 17.","฿5,200,000","(123,810 B./Sq.m.)","Created 2022-09-20 10:01","42 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Quinn Condo","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_mall","The Street Ratchada","1.8 Km.","living_mall","Big C Extra Ratchadapisek","2.0 Km.","living_hospital","Paolo Hospital Phaholyothin","2.6 Km.","ppjajaa@yahoo.com",100.5732439,13.786642,"https://www.livinginsider.com/livingdetail_en/1287928/Sale-1-bed-42-sqm-Lomdee-pool-view-Quinn-Ratchada-17-.html"
"1144","HCS0027 for sale and rent Life Ratchadaphisek, beautiful room, airy","฿3,290,000","(Stock ID : HCS0027)","Created 2022-11-07 11:55","31.36 Sq.m.","Level 22","1 Bedrooms","1 Bedrooms","Condo Life Ratchadapisek","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","0.8 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.6 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.8 Km.","narudeegate",100.5745872,13.7829619,"https://www.livinginsider.com/livingdetail_en/1361700/HCS0027-for-sale-and-rent-Life-Ratchadaphisek-beautiful-room-airy.html"
"1145","Sale Chapter One Eco Ratchada-Huai Khwang 1Bed , size 29 sq.m., Beautiful room, fully furnished.","฿3,600,000","(124,138 B./Sq.m.)","Created 2022-07-14 16:25","29 Sq.m.","Level 26","1 Bedrooms","1 Bedrooms","Condo Chapter One Eco Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.9 Km.","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_hospital","Piyavate Hospital","2.1 Km.","living_mall","CentralPlaza Grand Rama 9","2.1 Km.","living_mall","FortuneTown","2.2 Km.","QQ Condo",100.5796085,13.7718401,"https://www.livinginsider.com/livingdetail_en/1191005/Sale-Chapter-One-Eco-Ratchada-Huai-Khwang-1Bed-size-29-sq-m-Beautiful-room-fully-furnished-.html"
"1146","🔥Special Price 🔥 GPS19467 For Rent Condo : Lumpini Ville Cultural Center 30 sqm . Fully Furnished.🔥Price 1,890,000THB.","฿1,890,000","(63,000 B./Sq.m.)","Created 2022-11-07 10:57","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","Growupthailand",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1361570/Special-Price-GPS19467-For-Rent-Condo-Lumpini-Ville-Cultural-Center-30-sqm-Fully-Furnished.html"
"1147","🔥🔥Hot Deal !! Price Below Market Price🔥🔥 Studio Next to MRT Huai Khwang 75 m. at Condo XT Huaykwang / Condo For Sale","฿4,533,000","(164,836 B./Sq.m.)","Created 2021-08-18 22:40","27.50 Sq.m.","Level 5-10","Studio room","Studio room","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","serve1",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/858162/Hot-Deal-Price-Below-Market-Price-Studio-Next-to-MRT-Huai-Khwang-75-m-at-Condo-XT-Huaykwang.html"
"1148","🚩For Sale🚩 Condo IDEO Ratchada-Sutthisan , Near MRT Sutthisan","฿6,590,000","(111,261 B./Sq.m.)","Created 2022-10-28 19:15","59.23 Sq.m.","Level 19","2 Bedrooms","2 Bedrooms","Condo Ideo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","living_mall","The Street Ratchada","2.2 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.2 Km.","living_hospital","Paolo Hospital Phaholyothin","2.2 Km.","AimHighGroup",100.5700394,13.7899623,"https://www.livinginsider.com/livingdetail_en/1349619/For-Sale-Condo-IDEO-Ratchada-Sutthisan-Near-MRT-Sutthisan.html"
"1149","Condo for sale Chateau in Town Ratchada 13 near MRT Huai Khwang 37.31 sqm.","฿2,300,000","(61,646 B./Sq.m.)","Created 2022-07-18 11:20","37.31 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo Chateau in town Ratchada 13","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","1.2 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.5 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.5 Km.","kanokworn",100.570938,13.7824173,"https://www.livinginsider.com/livingdetail_en/1195146/Condo-for-sale-Chateau-in-Town-Ratchada-13-near-MRT-Huai-Khwang-37-31-sqm-.html"
"1150","Condo for sale, The Maple @ Ratchada 19 (The Maple@Ratchada19), Bangkok.","฿1,990,000","(71,071 B./Sq.m.)","Created 2022-08-30 11:52","28 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo The Maple @Ratchada 19","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.4 Km.","living_transit","MRT Lad Phrao","0.5 Km.","living_academy","St. John's University","1.5 Km.","living_mall","Union Mall","1.7 Km.","living_academy","Chandrakasem Rajabhat University","2.0 Km.","living_academy","Civil Aviation Training Center","2.0 Km.","Thebest_property",100.5716932,13.8016176,"https://www.livinginsider.com/livingdetail_en/1254690/Condo-for-sale-The-Maple-Ratchada-19-The-MapleRatchada19-Bangkok-.html"
"1151","🔴1.89 million baht฿🔴 𝐋𝐮𝐦𝐩𝐢𝐧𝐢 𝐕𝐢𝐥𝐥𝐞 𝐂𝐮𝐥𝐭𝐮𝐫𝐚𝐥 𝐂𝐞𝐧𝐭𝐞𝐫 | Lumpini Ville Cultural Center ♦♦️ near MRT Huai Khwang, happy to take you to see 😊🙏 (Add Line​ : @bbcondo88 ​) Property code 879-B1424","฿1,890,000","(63,000 B./Sq.m.)","Created 2022-11-07 09:47","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","Juthamas Pansombut",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1361490/1-89-million-baht%E0%B8%BF-%F0%9D%90%8B%F0%9D%90%AE%F0%9D%90%A6%F0%9D%90%A9%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%A2-%F0%9D%90%95%F0%9D%90%A2%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%9E-%F0%9D%90%82%F0%9D%90%AE%F0%9D%90%A5%F0%9D%90%AD%F0%9D%90%AE%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A5-%F0%9D%90%82%F0%9D%90%9E%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%9E%F0%9D%90%AB-Lumpini-Ville-Cultural-Center-%EF%B8%8F-near-MRT-Huai.html"
